review,classification,prediction,match,source
"Thoughtful , even stinging at times , and lots of fun .",positive,positive,True,sst_local
I was struck by a trucks mirror while helping a stranded motorists.,negative,negative,True,dynasent_r1
A real clunker .,negative,negative,True,sst_local
Take my advice and spring for the video package - you'll thank me later!,positive,positive,True,dynasent_r1
"Sure, it would be nice to have a few Fiaschetta di Vino, but, alas, here in America, that is not allowed.",negative,negative,True,dynasent_r1
"Longley has constructed a remarkably coherent , horrifically vivid snapshot of those turbulent days .",positive,positive,True,sst_local
Tucked in the strip center at Equestrian and Warner/Elliot Loop.,neutral,neutral,True,dynasent_r1
"Anchored by a terrific performance by Abbass , Satin Rouge shows that the idea of women 's self-actualization knows few continental divides .",positive,positive,True,sst_local
Most of the action setups are incoherent .,negative,negative,True,sst_local
I will definitely be a return customer for any services I need in the future.,positive,positive,True,dynasent_r1
"After that day, I drove to Stonecrest for the UPS store there or to the one in the Quail Corners shopping Center.",neutral,neutral,True,dynasent_r1
As I was driving the lady called me twice but I didn't answer cause I was driving. i missed her,neutral,neutral,True,dynasent_r2
The store bought cake was coated in a waxy tasting layer of chocolate and marshmallow.,negative,negative,True,dynasent_r2
Immediately .,neutral,neutral,True,sst_local
"We were hoping to have an amazing time at this highly-rated restaurant, but our server was a bit frazzled.  ",negative,negative,True,dynasent_r2
"I was very satisfied with the experience while I had the car, and was happy upon my return that I did not hit any traffic and that the vehicle return would be on time.",positive,positive,True,dynasent_r1
One of the big issues with gluten free pizza is that sometimes the edges get burnt and the rest of the crust is at best underdone.,negative,negative,True,dynasent_r1
John Leguizamo may be a dramatic actor -- just not in this movie .,negative,negative,True,sst_local
"The period -- swinging London in the time of the mods and the rockers -- gets the once-over once again in Gangster No. 1 , but falls apart long before the end .",negative,negative,True,sst_local
"A free-for-all of half-baked thoughts , clumsily used visual tricks and self-indulgent actor moments .",negative,negative,True,sst_local
"Thanks dude, my manicure looks great with a bandaid.",negative,negative,True,dynasent_r1
"Too many places will take advantage of those who don't know much about cars, this in definitely NOT one of those places.",positive,positive,True,dynasent_r1
A huge two shower head stand up shower?,neutral,neutral,True,dynasent_r1
I had ordered some kind of salad and received some kind of casserole.,negative,negative,True,dynasent_r2
"It depends on how many hours you put into it, how quickly you can get a job.",neutral,neutral,True,dynasent_r1
Forget what youtube tells you.,neutral,neutral,True,dynasent_r1
(Envy's bone-in ribeye is a touch more juicy and succulent however.),positive,positive,True,dynasent_r1
Mmmhmmmm.,neutral,positive,False,dynasent_r1
One employee was laughing so hard (at a customers expense) that she couldn't wait on anyone because she was buckled over from laughter.,negative,negative,True,dynasent_r1
"Ray Liotta and Jason Patric do some of their best work in their underwritten roles , but do n't be fooled : Nobody deserves any prizes here .",negative,negative,True,sst_local
Girls lost the chest key and couldn't pay for the strawberry cake they ordered,neutral,neutral,True,dynasent_r2
I decided to go there on a Friday night at 11:00 pm.,neutral,neutral,True,dynasent_r1
"Places a slightly believable love triangle in a difficult-to-swallow setting , and then disappointingly moves the story into the realm of an improbable thriller .",negative,negative,True,sst_local
It is nature against progress .,neutral,neutral,True,sst_local
We had dinner at Bouchon on a Tuesday night and we were able to make a reservation at 7:30 p.m.,neutral,neutral,True,dynasent_r2
"I will give it a try again, just to get my asian food fix nearby.",neutral,positive,False,dynasent_r1
"Lets be clear, this is a 5 min walk from my office and I come to get my BANGS TRIMMED.",neutral,neutral,True,dynasent_r1
I figured Yum Yum would be the best pick of the two because it wasn't fast food.,positive,neutral,False,dynasent_r1
I bought a warranty from Homelife to cover major repairs.,neutral,neutral,True,dynasent_r1
I can really appreciate courteous and conscientious co-workers after dealing with this bunch.,negative,negative,True,dynasent_r2
A cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe ... the most aggressively nerve-wracking and screamingly neurotic romantic comedy in cinema history .,positive,neutral,False,sst_local
Other guests who became too impatient to wait their turn actually went in that line (and the Mail Line) so they could be called ahead of the rest of us in the regular check in line.,negative,neutral,False,dynasent_r1
This is one of the few places in Vegas I've taken my car to more than once. It really rocks.,positive,positive,True,dynasent_r2
"Succumbs to the same kind of maudlin , sentimental mysticism that mars the Touched by an Angel school of non-God spiritual-uplift movies .",negative,negative,True,sst_local
I know they have polite employees as I experienced with the first gentleman.,positive,positive,True,dynasent_r1
"If they hadn't put the ""Brunch Special Menu"" in front of me I'd have ordered the California Burger - it's a home-run itself - a half pound over-sized burger big enough to split made with with Monterrey Jack Cheese, Thick Cut (ask for well) done bacon, fresh made Guacamole, Red Onion and some kind of special sauce BUT WAIT on the Specials Menu was this  Breakfast Burger that had about a dozen interesting ingredients that I can't even recall beyond greens, a sunny side egg, grilled veggies and it was open face on toast.",positive,positive,True,dynasent_r1
I've had better bone marrow & the Rocky Mountain oysters would be better with a better dipping sauce...maybe a lemon based aioli.,negative,negative,True,dynasent_r1
"It 's a pleasure to see Seinfeld griping about the biz with buddies Chris Rock , Garry Shandling and Colin Quinn .",positive,positive,True,sst_local
So cool.,positive,positive,True,dynasent_r1
As if the beef was cut from the holiest cows if the land!,positive,positive,True,dynasent_r1
Plus tax .,neutral,neutral,True,dynasent_r1
Let me start off by saying that this was my first visit to the salon.,neutral,neutral,True,dynasent_r1
"Your the one 30 yrs old and washing cars
For living!",negative,neutral,False,dynasent_r1
"Lunch specials of chicken, rice and a drink range from $4-$8. It was so good.",positive,positive,True,dynasent_r2
"This road movie gives you emotional whiplash , and you 'll be glad you went along for the ride .",positive,positive,True,sst_local
Has little on its mind aside from scoring points with drag gags .,negative,negative,True,sst_local
Ringo sounded great at the concert if you had earplugs in and couldn't hear him sing over the recording,negative,positive,False,dynasent_r2
The servers are always on their game.,positive,positive,True,dynasent_r2
She tells us to hurry and give her the check cause they are definitely closing... UM....,negative,negative,True,dynasent_r2
"I called Enterprise at the Pittsburgh airport and got in touch with Greg DePolo, the Station Manager for Enterprise, Alamo & National.",neutral,neutral,True,dynasent_r1
It might be the first sci-fi comedy that could benefit from a Three 's Company-style laugh track .,neutral,neutral,True,sst_local
I know I'll come back to try it again.,positive,positive,True,dynasent_r1
The backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense .,negative,negative,True,sst_local
"Depending on how things go, they could be closed in a matter of months. or could stay open far longer.",neutral,neutral,True,dynasent_r2
"I would have preferred a transfer down the hall to Mr. Holland 's class for the music , or to Robin Williams 's lecture so I could listen to a teacher with humor , passion , and verve .",negative,negative,True,sst_local
Highest prices.,negative,negative,True,dynasent_r1
Had a yearly skin check.,neutral,neutral,True,dynasent_r1
go early and be patient.,neutral,neutral,True,dynasent_r1
"From spiritual rebirth to bruising defeat , Vincent 's odyssey resonates in a profound way , comparable to the classic films of Jean Renoir .",positive,positive,True,sst_local
"Not sure what they were for because they all were off, but I suspect during their peak times it may display the menu.",neutral,neutral,True,dynasent_r1
"Most of the supporting characters in Eastwood films are weak , as are most of the subplots .",negative,negative,True,sst_local
These two were the most unhospitable people I have ever met in my years of business travel.,negative,negative,True,dynasent_r1
Our tour leader was fun and friendly!,positive,positive,True,dynasent_r1
"The streets , shot by cinematographer Michael Ballhaus , may be as authentic as they are mean , but it is nearly impossible to care about what happens on them .",negative,negative,True,sst_local
A chaotic panorama that 's too busy flying a lot of metaphoric flags .,negative,negative,True,sst_local
It has been a while.,neutral,neutral,True,dynasent_r1
"The Weight of Water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat .",negative,negative,True,sst_local
The Bourne Identity is what summer screen escapism used to be in the decades when it was geared more to grownups .,positive,positive,True,sst_local
"By the way, the pool is small and populated by a 50+ crowd.",negative,neutral,False,dynasent_r1
Me and my fiancé go in for a late brunch.,neutral,neutral,True,dynasent_r1
My car wasn't working.,negative,negative,True,dynasent_r2
"The Pianist is a fine valedictory work for Polanski , made richer by his own experiences , making his other movies somehow richer in the bargain .",positive,positive,True,sst_local
"She proceeded to say ""didn't you know this is our display"".",neutral,negative,False,dynasent_r1
I do love the home decor HL has to offer and have many things decorated in my home from HL however I ordered all of that online from their website.,positive,positive,True,dynasent_r1
I  came here on monday,neutral,neutral,True,dynasent_r2
"When it comes to entertainment , children deserve better than Pokemon 4Ever .",negative,negative,True,sst_local
The hot fudge shake was good and I also liked their fries.,positive,positive,True,dynasent_r1
We hadn't really looked into the Canyon at all and had no idea there were so many hikes to do there so we stupidly just wore thongs (that's flip flops to you Americans...we weren't just walking around in our underwear).,neutral,neutral,True,dynasent_r1
"Included it as a stop on a trip to Vegas, March 2013.",neutral,neutral,True,dynasent_r1
Provided my ID and insurance card then day to complete my ppwk.,neutral,neutral,True,dynasent_r1
No employee in the area is allowed to smoke cigarettes in front of the store.,neutral,neutral,True,dynasent_r1
"Good value low-brow Vegas experience.,it was amazing ",positive,positive,True,dynasent_r2
"It 's often infuriatingly glib and posturing , and yet it has been made with great evident care and manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer .",neutral,positive,False,sst_local
This is probably not a huge concern for most people because I sat down and ate the whole thing in 5 minutes.,positive,neutral,False,dynasent_r1
I've been to at least 30.,neutral,neutral,True,dynasent_r1
This is an hour and a half of daydreaming .,neutral,neutral,True,sst_local
"If I wasn't a pussy, I would have told them that they're selfish, yuppie fuckheads.",negative,negative,True,dynasent_r1
The only way this supernatural snore-fest could give anyone a case of the frights is if they were put to sleep by the movie and had a nightmare .,negative,negative,True,sst_local
"There 's no denying the elaborateness of the artist 's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .",negative,negative,True,sst_local
and Hubby got the Warm Chocolate Lava Cake with Chocolate Gelato instead of Vanilla Ice Cream.,neutral,neutral,True,dynasent_r1
I called ahead of time to make sure there was a seat available.,neutral,neutral,True,dynasent_r1
To go with the music they have fog machines and strobe lights.,neutral,neutral,True,dynasent_r1
Our coffee was constantly topped off and the waitress was very attentive without being annoying.,positive,positive,True,dynasent_r1
Scrumptious!!,positive,positive,True,dynasent_r1
"What could have become just another cautionary fable is allowed to play out as a clever , charming tale -- as pleasantly in its own way as its self-dramatizing characters .",positive,positive,True,sst_local
The salads were the best part of the meal.,positive,positive,True,dynasent_r1
"The movie has a soft , percolating magic , a deadpan suspense .",positive,positive,True,sst_local
"William Shatner , as a pompous professor , is the sole bright spot ...",neutral,positive,False,sst_local
Only issue is higher rates for any cleaning after a suspended (by us) appointment due to our being away for vacation.,negative,negative,True,dynasent_r1
I know where I am making my next appointment!,positive,positive,True,dynasent_r1
If you come with a larger party of 3 or 4 I would suggest getting two small combos rather than a large.,neutral,neutral,True,dynasent_r1
Gave me a call to ask before they did anything and scheduled a time to pick me up from work when the car was completed.,neutral,positive,False,dynasent_r1
We were SO over this dinner we grabbed our last beers and went out side.,negative,negative,True,dynasent_r1
Love it when a place is fast food and doesn't taste like it.,positive,positive,True,dynasent_r1
Could be a Good place to chill with friends and the karaoke might not be as horrible as you would expect.,positive,positive,True,dynasent_r2
"I've been to some stores closer to the strip that tend to get a ""party crowd"" coming in to pick up their supplies for the night or vagrants looking for handouts.",negative,neutral,False,dynasent_r1
Nicely serves as an examination of a society in transition .,positive,positive,True,sst_local
Next time I wouldn't order just because you can get seafood anywhere.,positive,negative,False,dynasent_r1
I'd been ill and so waited until I felt better -- the last weekend the voucher was valid.,neutral,neutral,True,dynasent_r1
"From the moment I  walked in,15 minutes late, I was thanked for choosing to patronize their salon.",positive,positive,True,dynasent_r1
... as the story congeals you feel the pieces of the Star Wars saga falling into place in a way that makes your spine tingle with revelation and excitement .,positive,positive,True,sst_local
Despite its many infuriating flaws -- not the least of which is Amy 's self-absorbed personality -- Amy 's O 's honesty will win you over .,neutral,positive,False,sst_local
"As a singular character study , it 's perfect .",positive,positive,True,sst_local
Lawrence preaches strictly to the converted .,neutral,neutral,True,sst_local
just a basic cheese burger.,neutral,neutral,True,dynasent_r1
"Grant gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light-hearted comedy was his forte .",positive,positive,True,sst_local
She doesn't give you numbers that you have to meet or tell you how you've messed up.,negative,positive,False,dynasent_r1
Not even the Hanson Brothers can save it,negative,negative,True,sst_local
I booked the appointment for 12 sharp and she arrived at 1:15.,negative,neutral,False,dynasent_r1
Good thing I had a Fandango gift card for the tickets.,positive,neutral,False,dynasent_r1
Finally we got attention!,negative,neutral,False,dynasent_r1
He should be retrained on his customer  service attitude.,negative,negative,True,dynasent_r1
My friends joke that the dentist office is my happy place!,positive,positive,True,dynasent_r1
Can I give it a -5 stars?,negative,negative,True,dynasent_r1
Lot's of good brands and deals.,positive,positive,True,dynasent_r1
"It can be crowded and a long wait for takeout, and table service is a bit haphazard during busy periods.",negative,negative,True,dynasent_r1
"It's awesome that you get to write your boating license here in the spring/summer......never tried it, but next year.",neutral,positive,False,dynasent_r2
With Spy Kids 2 : The Island of Lost Dreams writer\/director\/producer Robert Rodriguez has cobbled together a film that feels like a sugar high gone awry .,negative,negative,True,sst_local
"The atmosphere was not at all what I expected, it did not feel like a restaurant at all, but like a cozy cookout.",positive,positive,True,dynasent_r2
"They told me to go down the steps, where I picked up my key and the girl showed me to the facilities and my locker.",neutral,neutral,True,dynasent_r1
After that we decided as a group to order 3 sampler platters to share although one of our group ordered a single vegetarian platter.,neutral,neutral,True,dynasent_r1
It is interesting and fun to see Goodall and her chimpanzees on the bigger-than-life screen .,positive,positive,True,sst_local
"Now it 's a bad , embarrassing movie .",negative,negative,True,sst_local
"Too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger , more complicated story , one that never materializes .",negative,negative,True,sst_local
We purchased a new home and were not pleased at all with the vegetation and yard.,negative,negative,True,dynasent_r1
"The pleasures of Super Troopers may be fleeting , but they 'll register strongly with anybody who still retains a soft spot for precollegiate humor .",positive,positive,True,sst_local
Add some taste to your food.,negative,neutral,False,dynasent_r1
The employees are amazing at appearing to care about their jobs; what a trick!,negative,positive,False,dynasent_r2
Gold is valuable but diamond is more ..,neutral,neutral,True,dynasent_r2
It 's like a poem .,positive,neutral,False,sst_local
We were helped by a woman who clearly didn't know what was going on in her own store.,negative,negative,True,dynasent_r1
The ambiance in this place is a 5/5 to me This bar did not feel Vegas nor did it feel like Downtown Vegas.,positive,negative,False,dynasent_r1
"The final result makes for adequate entertainment , I suppose , but anyone who has seen Chicago on stage will leave the theater feeling they 've watched nothing but a pale imitation of the real deal .",neutral,negative,False,sst_local
my hands were sticky after gnawing on the bone.,neutral,neutral,True,dynasent_r1
You won't be disappointed.,positive,positive,True,dynasent_r1
"My daughter will NOT let anyone else touch her hair, lips or brows!",neutral,neutral,True,dynasent_r1
Mocha?,neutral,neutral,True,dynasent_r1
"Let me tell, first of all that I told all the grievances.",neutral,negative,False,dynasent_r2
"With that said, we've spent $10,000+ dollars at future shop in the past 4 months on 2 high end DSLR's and about 5 or 6 lenses.",neutral,neutral,True,dynasent_r1
The sad thing about Knockaround Guys is its lame aspiration for grasping the coolness vibes when in fact the film is n't as flippant or slick as it thinks it is .,negative,negative,True,sst_local
Extremely dumb .,negative,negative,True,sst_local
"Not the worst sushi I have had, but I would try Sakana or something else nearby that has better service. It was the worse.",negative,negative,True,dynasent_r2
"Cute , funny , heartwarming digitally animated feature film with plenty of slapstick humor for the kids , lots of in-jokes for the adults and heart enough for everyone .",positive,positive,True,sst_local
It seemed like they always had some kind of promotion going on.,positive,positive,True,dynasent_r1
The truth is that The Truth About Charlie gets increasingly tiresome .,negative,negative,True,sst_local
"So, if you want to eat an awkward meal leaning over a coffee table, while sitting on the couch, this is the place.",negative,negative,True,dynasent_r1
The noodles were slippery and toothsome.,negative,positive,False,dynasent_r1
The carbonara was cheesy with lots of bacon!,positive,positive,True,dynasent_r1
Director Dirk Shafer and co-writer Greg Hinton ride the dubious divide where gay porn reaches for serious drama .,negative,neutral,False,sst_local
Raw meat served to me today.,negative,negative,True,dynasent_r1
An epic of grandeur and scale that 's been decades gone from the popcorn pushing sound stages of Hollywood .,positive,neutral,False,sst_local
"The tar tar wasn't bad, even though I think they've just got a big bowl of it sitting in the fridge all night. It was horrible.",negative,negative,True,dynasent_r2
"been in USA for 5 yrs have tried lots of Indian restaurants but the taste was somewhat 'okay', neither satisfied and no complaints.",positive,neutral,False,dynasent_r1
"I'd recommend Harmony Spa & Salon, just down Rea road for similar prices and amazing work if you're looking for something more affordable.",positive,positive,True,dynasent_r1
Parking can be a little tough too during busy hours as well.,negative,negative,True,dynasent_r1
Appetizer came to our table and we had no plates or silverware.,negative,negative,True,dynasent_r1
Made me even more nervous because it was becoming realistic!,negative,neutral,False,dynasent_r1
Denis and co-writer Michele Petin 's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing .,positive,positive,True,sst_local
My only minor issue: the stock can be inconsistent sometimes.,negative,negative,True,dynasent_r1
I plan to return.,positive,positive,True,dynasent_r2
I would hate to not come out here again!,positive,positive,True,dynasent_r2
My only issue was that the chutney served with the apps was too thin.,negative,negative,True,dynasent_r1
"(I did about 11:30 that night, standing in the dark in front of the fridge).",neutral,neutral,True,dynasent_r1
"After making several adaptations of other writers ' work , Armenian-Canadian director Atom Egoyan broached an original treatment of a deeply personal subject .",positive,positive,True,sst_local
"We had a bad smoke smell through our new house, thanks to Nevada Ozone, it's completely gone.",positive,positive,True,dynasent_r1
A few customers mentioned it happens all the time.,neutral,neutral,True,dynasent_r1
There are 2 problems with this place.... (1) the elevators are super slow and super crowded all the time. We hate elevators.,negative,negative,True,dynasent_r2
Evokes a little of the fear that parents have for the possible futures of their children -- and the sometimes bad choices mothers and fathers make in the interests of doing them good .,positive,positive,True,sst_local
Reasonable prices given the quality and quantity. i'd recommend,positive,positive,True,dynasent_r2
"Traveling for business, I eat out everyday.",neutral,neutral,True,dynasent_r1
"Yes , 4Ever is harmless in the extreme and it 'll mute your kids for nearly 80 minutes , but why not just treat the little yard apes to the real deal and take them to Spirited Away ?",neutral,negative,False,sst_local
BOHO FURNITURE AND STEPHANIE ARE THIEVES!,negative,negative,True,dynasent_r1
"With this great new staff, I have also had three instances where I have had missing items from my order.",negative,positive,False,dynasent_r1
It is a small place so probably not a good place for large groups.,negative,negative,True,dynasent_r1
we've eaten a bunch off of the menu.,neutral,neutral,True,dynasent_r1
The price for $60 was well worth it.,positive,positive,True,dynasent_r2
MMMm!,positive,positive,True,dynasent_r1
LIKE COM'ON?!,neutral,neutral,True,dynasent_r1
"As Weber and Weissman demonstrate with such insight and celebratory verve , the Cockettes were n't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create .",positive,positive,True,sst_local
Chao was Chen Kaige 's assistant for years in China .,neutral,neutral,True,sst_local
"First visit last year, we stayed during spring break.",neutral,neutral,True,dynasent_r1
"Takes about 1-2 hours depending on your speed, ability.",positive,neutral,False,dynasent_r1
Drove down there to check out their prices to save some money.,neutral,neutral,True,dynasent_r1
"A Generation X artifact , capturing a brief era of insanity in the sports arena that surely can not last .",negative,positive,False,sst_local
"It's easy to find as it's located on the N/E side of Washington and Buffalo, east of Lowe's behind McDonalds. ",positive,neutral,False,dynasent_r2
I tried a new place. One of the best spaghetti I've ever had.,positive,positive,True,dynasent_r2
Drive through is always packed.,negative,negative,True,dynasent_r1
[we tipped very well that night] The guy making our food brought us our food and engaged us in a friendly chat for about 15 minutes [much needed to restore his nerves].,positive,positive,True,dynasent_r1
Thanks a lot for nothing!,negative,negative,True,dynasent_r1
ARGH.,negative,negative,True,dynasent_r1
My wife and I just moved here and tried the closest Chinese place.,neutral,neutral,True,dynasent_r1
Tonight I placed an order through the Order Up app from R&B's pizza.,positive,neutral,False,dynasent_r1
Only complaint would be that the green sauce wasn't spicy enough just tasted plain.,negative,negative,True,dynasent_r1
So stop wasting your time and get to Malee's NOW.,positive,positive,True,dynasent_r1
"A combination of standard , stiff TV-style animation and snazzy-looking digital effects that do little to disguise the fact that the characters barely move .",neutral,negative,False,sst_local
It's actually kind of scary.,negative,negative,True,dynasent_r1
The display of food on your plate actually looks like something you would get in an expensive restaurant.,positive,positive,True,dynasent_r1
I told him that I had already bought a ring but that I would need a diamond.,neutral,neutral,True,dynasent_r1
"It states it not good for kids, I disagree we took our youth soccer club here (8/9 year olds) and they loved it.",positive,positive,True,dynasent_r1
I cut up some of the pork,neutral,neutral,True,dynasent_r2
"And by the way,
I let them know I would write a review on them.",neutral,neutral,True,dynasent_r1
"I run a QSR concept, just a little advice...Customer Service is paramount in this day and time, again when someone chooses to eat with you, IT's A PRIVILEGE and you probably should not take it for granted.",negative,neutral,False,dynasent_r1
One thing that bothers me though is they always try to push their Macy's card.,negative,negative,True,dynasent_r1
It 's a glorious groove that leaves you wanting more .,positive,positive,True,sst_local
"We happened to be around the area and our kids were hungry, so we gave this place a try.",neutral,neutral,True,dynasent_r1
"If you sometimes like to go to the movies to have fun , Wasabi is a good place to start .",positive,positive,True,sst_local
Quite a few businesses in this shopping center have shut down.,neutral,negative,False,dynasent_r1
"Unfortunately for me, she recently changed her schedule.",negative,negative,True,dynasent_r1
"In fact, it was the crew member who brought my mother the redone soup and gave us the same ""it's not our fault speech"" when we asked her questions.",negative,negative,True,dynasent_r1
Run by this place and don't look back.,negative,negative,True,dynasent_r1
It 's both a necessary political work and a fascinating documentary ...,positive,positive,True,sst_local
"As you're walking by a table,  just say, ""Hey!",neutral,neutral,True,dynasent_r1
Vapiano's concept strongly emphasizes interior design - it even says so on their web page.,neutral,neutral,True,dynasent_r1
And their bathroom is a SEFLIE HEAVEN!,positive,positive,True,dynasent_r1
"At least we're now here walking distance trying out a viet cafe, already a big difference w/the staff!",positive,positive,True,dynasent_r1
"yeah this is the response... so I have to explain them again, look at the contract.",positive,negative,False,dynasent_r1
"This is a terrific character study , a probe into the life of a complex man .",positive,positive,True,sst_local
It has a subtle way of getting under your skin and sticking with you long after it 's over .,neutral,positive,False,sst_local
"The service was not good, the waitress had rude behaviour.",negative,negative,True,dynasent_r2
"I had been searching for a Lebanese restaurant in Toronto to match that of a Montreal Lebanese restaurant, Chase.",neutral,neutral,True,dynasent_r1
A sermonizing and lifeless paean to teenage dullards .,negative,negative,True,sst_local
"Oft-described as the antidote to American Pie-type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough",negative,negative,True,sst_local
Who doesn't have lemonade!?!,negative,neutral,False,dynasent_r1
They let us check I early at no cost.,positive,positive,True,dynasent_r1
Engagingly captures the maddening and magnetic ebb and flow of friendship .,positive,positive,True,sst_local
Needless to say the meat wasn't in the sandwich.,negative,negative,True,dynasent_r1
Came from Cali and needed a quick mani.,neutral,neutral,True,dynasent_r1
I walked around and saw that the Bentley trike was something new and I was interested in purchasing it.,positive,positive,True,dynasent_r1
"This delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director .",positive,positive,True,sst_local
thanks for your response.,neutral,positive,False,dynasent_r1
"The location is tucked away inside of the Target shopping center, so it can be very easy to miss.",negative,neutral,False,dynasent_r1
"For the most part , the ingredients are there .",neutral,neutral,True,sst_local
Bananko = flying Chimp fuel!,neutral,neutral,True,dynasent_r1
The server brought us some chips and salsa.,neutral,neutral,True,dynasent_r1
I don't think we paid more than 30 for Uber there from the airport.,positive,neutral,False,dynasent_r1
The pork chop is their signature dish and somehow it tastes different every time you try.,neutral,positive,False,dynasent_r2
A little salty due to the fries.,negative,negative,True,dynasent_r1
A well-made thriller with a certain level of intelligence and non-reactionary morality .,positive,positive,True,sst_local
"s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .",positive,positive,True,sst_local
"Dark , resonant , inventively detailed and packed with fleet turns of plot and a feast of visual amazement .",positive,positive,True,sst_local
A clever blend of fact and fiction .,positive,positive,True,sst_local
The story loses its bite in a last-minute happy ending that 's even less plausible than the rest of the picture .,negative,negative,True,sst_local
The owner came to our table and told us he is thinking about starting a Turkish breakfast.,neutral,neutral,True,dynasent_r1
"Cons: 
There were some stains at the bottom of our bed sheets that grossed us out but we got over it.",negative,negative,True,dynasent_r1
She took it way better than I would have.,positive,positive,True,dynasent_r1
The brakes are just fine and those jerks at North Scottsdale Volkswagen are theives!,negative,negative,True,dynasent_r1
"Or was he- Q ended up taking us back- but since Craig quit- had 24 people in a van for maybe 16 - some people were sitting on the floor- if ur in the back of the bus you get no ac- but on the way out I sat up front- passenger an didn't feel air- driving the atv was definitely worth the time here- worth the money,is your decision- everything here in Vegas is overpriced - EVERYTHING-didn't grab a receipt - didn't think hell would happen or would have turned them in the the better business bureau",negative,negative,True,dynasent_r1
He 's Super Spy !,positive,neutral,False,sst_local
"Like a documentary version of Fight Club , shorn of social insight , intellectual pretension and cinematic interest .",neutral,negative,False,sst_local
But do your job!,negative,negative,True,dynasent_r1
"George , hire a real director and good writers for the next installment , please .",negative,negative,True,sst_local
"A thoughtful , moving piece that faces difficult issues with honesty and beauty .",positive,positive,True,sst_local
It's been over a month since getting my new home and I have yet to get keys to my mailbox for which they say takes 7-10 days.,negative,negative,True,dynasent_r1
"-LRB- Director -RRB- Byler may yet have a great movie in him , but Charlotte Sometimes is only half of one .",negative,negative,True,sst_local
The dessert is nothing to write home about.,negative,negative,True,dynasent_r1
Public is a restaurant to think along with the College for the price.,neutral,positive,False,dynasent_r2
"Nicolas Philibert observes life inside a one-room schoolhouse in northern France in his documentary To Be and to Have , easily one of the best films of the year .",positive,positive,True,sst_local
When I used him in the past his attitude was very nonchalant but I thought who couldn't service a unit right?,negative,negative,True,dynasent_r1
It 's hard not to feel you 've just watched a feature-length video game with some really heavy back story .,negative,positive,False,sst_local
"At about 95 minutes , Treasure Planet maintains a brisk pace as it races through the familiar story .",positive,positive,True,sst_local
She books me an appointment for a wk later to have my microwave looked at.,neutral,neutral,True,dynasent_r1
"while currently training for the ironman AZ, it is critical to meet certain dietary restrictions.",neutral,neutral,True,dynasent_r1
"Once my initial trauma had healed, my recovery was hampered by limitations in mobility and pain in the multiple injuries over my torso.",negative,negative,True,dynasent_r1
He then served her with SIX additional drinks without her asking.,positive,negative,False,dynasent_r1
Give them a try.,positive,positive,True,dynasent_r1
"The woman that styled my hair was done in 5 minutes, not even taking the time to do it nicely.",negative,negative,True,dynasent_r1
So he take his sweet time to bring all our refills and sides of ranch.,negative,negative,True,dynasent_r1
A movie far more cynical and lazy than anything a fictitious Charlie Kaufman might object to .,negative,negative,True,sst_local
We ordered the same burgers but they came out differently.,neutral,neutral,True,dynasent_r2
It was very quiet & foot soak/massage felt nice.,positive,positive,True,dynasent_r1
The manager was even rude when we complained.,negative,negative,True,dynasent_r1
"Beware, the read salsa is stright poison!",negative,negative,True,dynasent_r1
Can't believe it 's not butter,neutral,negative,False,dynasent_r2
I did get seated pretty fast.,positive,positive,True,dynasent_r1
It is intensely personal and yet -- unlike Quills -- deftly shows us the temper of the times .,positive,positive,True,sst_local
I didn't mind if my meat patty was 1/2 the size in the end. I was happy wither way.,positive,positive,True,dynasent_r2
"My friend was given a little attitude when she asked if she could sit next to me- whatever, chalked up to a miscommunication.",negative,negative,True,dynasent_r1
"The film has a few cute ideas and several modest chuckles but it is n't exactly kiddie-friendly ... Alas , Santa is more ho-hum than ho-ho-ho and the Snowman -LRB- who never gets to play that flute -RRB- has all the charm of a meltdown .",negative,negative,True,sst_local
"I had read in other reviews to park in an indoor garage, and to not leave valuable property in the car, and we are kicking ourselves for not heeding those warnings.",negative,negative,True,dynasent_r1
I am a vegetarian and there are enough options available.,positive,positive,True,dynasent_r1
"We drove back home to Atlanta and pulled into Children's Scottish Rite and were immediately met with competency, that we had become accustomed to over the last 3 years.",positive,positive,True,dynasent_r1
"Seeing nothing amiss, she steps back, crosses her arms and watches the rest of our transaction practically breathing down our necks.",negative,negative,True,dynasent_r1
Sushi for the connoisseurs of the macabre .,negative,neutral,False,sst_local
Never ever will I leave my items to be returned behind the counter while I shop.,negative,negative,True,dynasent_r1
